Registration Number,Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Live Sports Rating,Ambience,Lively,Service,Comfortablility,Privacy
20847,17500000,"chinese,salvadorian",noida,Near Party Hub,03-04-2011,64.6,Not Specific,62.2,0,1,1,1,0,2,Caffee,Arabian,3,1,8,5,4,4,5,7,3,NA,NA,NA,8,9,5,5,6
20848,60000000,"algerian,korean",Gurgaon,Near Party Hub,20-05-2010,86.4,Tier A Celebrity,93.6,1,1,0,1,1,1,Bar,Nature,3,0,9,8,5,5,5,9,NA,NA,NA,5,2,4,3,3,6
20849,35000000,"japanese,thai",-1,Near Party Hub,04-03-2009,83.2,Tier A Celebrity,72.3,0,1,1,1,1,2,Bar,Arabian,2,1,3,5,6,5,6,9,5,NA,NA,NA,7,9,7,3,6
20850,73000000,"algerian,algerian",Gurgaon,Near Business Hub,19-03-2007,87.6,Tier A Celebrity,72.2,1,1,1,1,1,1,Bar,Greek,3,1,6,4,6,4,9,7,4,2,NA,NA,4,4,2,4,6
20851,38000000,"tibetan,italian",mohali,Near Business Hub,09-01-2009,81,Tier A Celebrity,77,1,1,1,1,1,2,Bar,90's,4,0,3,4,5,5,5,8,4,NA,NA,NA,7,5,3,2,7
20852,45000000,"tibetan,greek",Bangalore,Near Business Hub,09-08-2007,71,Not Specific,74,1,1,1,1,1,1,Gastro Bar,Arabian,4,0,5,5,3,4,5,9,5,NA,NA,NA,7,5,2,0,4
20853,18000000,"welsh,thai",Gurgaon,Near Business Hub,05-01-2010,58,Not Specific,67,1,0,1,1,1,2,Caffee,Arabian,3,0,8,5,4,4,6,9,4,NA,4,NA,8,7,5,2,7
20854,24000000,"tibetan,greek",-1,Near Party Hub,11-12-2007,85,Tier A Celebrity,80,1,1,1,1,1,2,Bar,Arabian,2,0,6,6,4,7,10,6,NA,NA,NA,NA,8,6,2,5,6
20855,8500000,"tibetan,greek",Pune,Near Party Hub,08-11-2007,66,Not Specific,63,1,1,1,1,1,2,Bar,90's,1,1,6,4,5,5,7,8,3,NA,NA,NA,6,6,4,5,7
20856,38000000,"tibetan,greek",Chennai,Near Party Hub,03-02-2010,88.8,Tier A Celebrity,93,1,1,1,1,1,2,Bar,90's,4,1,2,6,6,3,5,9,5,NA,NA,NA,7,7,5,4,6
20857,55500000,"algerian,belgian",Hyderabad,Near Party Hub,31-01-2006,84.1,Not Specific,94.3,1,1,1,1,1,2,Bar,Greek,3,1,1,4,5,6,9,NA,5,NA,NA,NA,8,7,4,0,8
20858,10500000,"turkish,sapnish",Aurangabad,Near Party Hub,26-11-2008,84.93,Not Specific,81.5,1,1,1,1,0,2,Bar,90's,2,0,8,6,5,4,5,NA,NA,NA,NA,NA,5,9,5,2,8
20859,10500000,"tibetan,italian",Hyderabad,Near Party Hub,06-08-2009,79.2,Not Specific,69.7,1,1,1,0,1,2,Caffee,Arabian,2,1,5,2,3,3,10,NA,NA,NA,NA,NA,5,0,5,5,2
20860,32500000,"tibetan,italian",Pune,Near Party Hub,05-11-2008,86,Tier A Celebrity,72.8,1,1,1,1,1,1,Bar,Greek,2,1,10,6,6,7,10,7,NA,2,3,NA,6,7,5,3,4
20861,33000000,"turkish,nigerian",Ahmedabad ,Near Business Hub,30-07-2010,85,Not Specific,84.17,1,1,1,1,1,2,Bar,Greek,2,0,1,4,6,4,10,9,4,4,NA,NA,8,6,5,0,5
20862,24000000,"british,japanese",Chennai,Near Party Hub,14-06-2011,73,Tier A Celebrity,79,1,1,1,1,1,2,Bar,Greek,3,0,3,4,3,4,10,8,NA,3,NA,NA,6,3,4,3,4
20863,52000000,"indian,irish",Bangalore,Near Party Hub,31-03-2009,78,Tier A Celebrity,63,1,1,1,1,1,2,Bar,90's,2,0,10,4,5,4,9,10,4,NA,NA,NA,,8,2,6,10
20864,10000000,"turkish,sapnish",Lucknow,Near Business Hub,22-12-2009,87,Tier A Celebrity,77,1,1,0,1,1,2,Bar,Arabian,2,0,4,6,5,5,8,6,4,NA,2,NA,8,10,5,0,8
20865,42000000,"algerian,algerian",-1,Near Business Hub,14-12-2011,74.83,Not Specific,68.67,1,1,1,0,1,2,Bar,Arabian,3,1,2,5,4,4,9,9,5,NA,NA,NA,7,7,4,3,6
20866,20000000,"japanese,thai",Hyderabad,Near Party Hub,02-11-2011,92.83,Not Specific,91.9,1,1,1,0,1,2,Bar,90's,3,0,3,5,5,5,7,10,4,NA,NA,NA,10,9,8,0,9
20867,33500000,"turkish,sapnish",Bangalore,Near Business Hub,23-05-2010,89.6,Not Specific,92.1,1,1,1,1,1,2,Bar,Arabian,3,1,10,5,3,5,8,10,4,NA,NA,NA,6,6,4,2,6
20868,42000000,"tibetan,italian",-1,Near Party Hub,03-10-2008,75,Tier A Celebrity,84,1,1,1,1,1,2,Bar,Arabian,4,0,7,6,5,7,5,9,6,NA,NA,NA,6,7,0,1,7
20869,55000000,"welsh,thai",Pune,Near Party Hub,05-02-2009,80.5,Tier A Celebrity,68.4,1,1,1,1,1,1,Bar,Arabian,2,1,10,5,5,5,8,10,4,NA,NA,NA,6,8,4,5,6
20870,40500000,"algerian,belgian",-1,Near Party Hub,24-07-2008,84.2,Tier A Celebrity,77.4,1,1,1,1,1,1,Bar,Greek,3,0,9,5,5,4,10,10,4,3,NA,NA,3,7,3,6,6
20871,34000000,"tibetan,greek",Bangalore,Near Party Hub,15-11-2009,75,Tier A Celebrity,85,1,1,1,1,1,2,Bar,Greek,3,0,2,5,5,7,9,9,NA,4,NA,NA,7,9,8,3,8
20872,46500000,"tibetan,greek",Mumbai,Near Business Hub,04-06-2009,94.2,Tier A Celebrity,90.4,0,1,1,1,1,2,Bar,Arabian,3,0,6,6,6,5,8,9,5,NA,NA,NA,3,8,6,6,8
20873,19500000,"tibetan,italian",-1,Near Party Hub,08-09-2009,76.2,Tier A Celebrity,60.2,1,1,0,1,1,2,Bar,90's,2,0,4,5,5,6,5,8,4,NA,NA,NA,7,8,5,4,6
20874,12000000,"chinese,salvadorian",-1,Near Party Hub,05-12-2009,77,Tier A Celebrity,62.2,0,1,1,1,1,2,Bar,Greek,3,1,8,5,5,5,10,NA,NA,NA,3,NA,6,6,1,4,4
20875,40000000,"japanese,thai",Chennai,Near Party Hub,12-11-2010,83.82,Local Celebrity,92.67,1,1,1,0,0,2,Bar,90's,5,0,5,5,5,4,9,9,5,NA,NA,NA,8,8,6,1,6
20876,20000000,"cuban,british",Noida,Near Business Hub,06-02-2010,66.8,Tier A Celebrity,64.33,1,1,1,1,0,2,Caffee,Arabian,3,0,4,4,5,3,8,10,3,NA,4,NA,6,9,7,3,9
20877,25000000,"chinese,salvadorian",Kolkata,Near Business Hub,22-11-2009,90,Tier A Celebrity,84,1,1,0,1,1,2,Bar,Arabian,4,1,2,6,4,6,9,9,5,NA,NA,NA,8,5,7,1,7
20878,68000000,"turkish,sapnish",Bhubneshwar,Near Party Hub,15-07-2006,78.2,Tier A Celebrity,72.6,1,1,1,1,1,2,Bar,Arabian,3,0,5,5,4,5,9,10,4,3,NA,NA,5,8,5,4,6
20879,26500000,"british,japanese",mumbai,Near Party Hub,26-01-2009,69,Not Specific,71,0,1,1,1,1,2,Bar,Parsi,1,0,10,3,4,3,10,6,NA,2,NA,NA,6,5,6,5,6
20880,24000000,"peruvian,cuban",Bangalore,Near Party Hub,29-04-2012,83,Not Specific,76,1,1,1,1,1,2,Bar,Greek,2,0,4,3,4,4,5,10,2,3,NA,NA,4,1,3,2,0
20881,19500000,"turkish,nigerian",Noida,Near Party Hub,26-11-2008,65,Not Specific,75,1,1,1,1,1,2,Bar,Greek,2,0,1,4,4,5,7,7,NA,2,NA,NA,8,9,1,1,6
20882,25500000,"turkish,nigerian",Kolkata,Near Party Hub,24-08-2005,52,Not Specific,59,0,1,1,0,0,2,Bar,Greek,1,1,5,4,3,2,7,6,3,2,NA,NA,6,6,6,7,6
20883,14000000,"turkish,nigerian",New Delhi,Near Party Hub,20-07-2009,76,Not Specific,63,1,1,1,0,1,2,Bar,Arabian,4,0,7,4,4,4,5,7,3,NA,3,NA,6,6,5,5,8
20884,38000000,"polish,jewish",Bangalore,Near Party Hub,15-05-2006,74,Not Specific,86.1,0,1,0,1,1,2,Caffee,Arabian,3,0,7,4,3,5,5,10,4,NA,NA,NA,3,5,3,3,7
20885,20000000,"turkish,nigerian",Bangalore,Near Business Hub,12-08-2009,77.57,Tier A Celebrity,69,1,1,1,1,1,2,Bar,Delicio,2,1,6,5,5,4,7,10,4,NA,NA,NA,6,5,5,3,3
20886,31500000,"chinese,salvadorian",Pune,Near Party Hub,08-08-2011,74,Not Specific,71,1,1,1,1,1,2,Bar,Arabian,1,1,8,4,6,6,5,9,6,NA,5,NA,3,7,6,0,9
20887,33000000,"tibetan,greek",Kolkata,Near Party Hub,20-12-2009,78,Not Specific,72,0,1,1,1,1,2,Bar,Greek,3,0,4,4,4,5,6,6,3,1,NA,NA,7,7,5,0,4
20888,10000000,"turkish,sapnish",Faridabad,Near Party Hub,06-01-2011,51.2,Tier A Celebrity,74,1,1,1,1,1,1,Bar,Arabian,2,0,8,5,4,5,6,10,5,NA,4,NA,6,9,4,4,8
20889,11000000,"tibetan,greek",Pune,Near Party Hub,11-01-2010,66.46,Not Specific,62.81,1,1,1,1,0,2,Bar,Arabian,2,0,7,4,3,3,7,9,5,NA,4,NA,10,6,5,5,8
20890,21500000,"british,japanese",Jaipur,Near Party Hub,30-10-2009,82.67,Not Specific,74.92,1,1,1,1,1,2,Bar,Arabian,2,1,7,5,4,4,5,9,5,NA,5,NA,10,9,8,4,8
20891,31000000,"welsh,thai",Kolkata,Near Party Hub,18-10-2002,75,Not Specific,61.7,1,1,1,1,0,2,Caffee,Arabian,3,0,8,3,3,4,9,7,3,NA,NA,NA,6,6,4,3,6
20892,30000000,"algerian,belgian",Noida,Near Business Hub,28-09-2007,61.4,Tier A Celebrity,62.8,1,1,1,0,1,2,Bar,Arabian,2,0,2,3,5,4,10,7,3,NA,NA,NA,6,8,5,3,7
20893,20000000,"welsh,thai",Greater Noida,Near Party Hub,05-07-2009,69.4,Not Specific,63,1,1,0,0,1,2,Bar,Greek,2,0,10,3,4,2,10,6,NA,1,NA,NA,4,7,1,1,5
20894,40000000,"indian,irish",Bangalore,Near Party Hub,27-02-2012,,Not Specific,67.17,0,1,1,1,1,2,Bar,Arabian,2,0,4,4,4,4,6,7,3,NA,NA,NA,8,6,5,5,7
20895,30000000,"algerian,belgian",Kolkata,Near Party Hub,19-07-2008,67,Tier A Celebrity,65,1,1,0,1,1,2,Bar,Arabian,3,0,3,5,5,5,10,9,5,NA,NA,NA,7,7,4,3,8
20896,48000000,"tibetan,greek",Kolkata,Near Party Hub,09-02-2008,75.75,Not Specific,74.4,0,1,1,1,1,2,Bar,Greek,4,0,7,4,4,5,5,8,NA,3,NA,NA,2,5,4,5,7
20897,30000000,"algerian,belgian",Hyderabad,Near Business Hub,28-07-2008,90.83,Not Specific,95.1,1,1,1,1,1,2,Bar,Molino,4,0,3,5,4,6,9,9,NA,NA,NA,3,5,6,1,6,6
20898,46500000,"welsh,thai",Gurgaon,Near Business Hub,22-05-2009,70,Not Specific,68.83,1,1,1,0,1,2,Bar,Arabian,2,0,8,5,6,5,9,10,4,NA,NA,NA,5,10,5,4,8
20899,27000000,"indian,irish",Noida,Near Party Hub,20-01-2008,49,Not Specific,52,1,1,1,0,1,2,Bar,90's,2,0,1,5,3,5,7,10,4,NA,NA,NA,5,3,4,5,5
20900,32000000,"indian,irish",Bangalore,Near Party Hub,13-02-2010,89.1,Not Specific,97.8,1,1,1,1,1,1,Bar,Greek,4,1,4,5,5,8,6,9,4,4,NA,NA,6,6,2,6,7
20901,30000000,"welsh,thai",Noida ,Near Business Hub,18-09-2007,73.6,Tier A Celebrity,67.4,1,1,1,0,1,2,Bar,Greek,3,0,6,5,5,3,5,8,NA,3,NA,NA,6,6,6,3,4
20902,23000000,"turkish,nigerian",Noida,Near Party Hub,20-08-2008,52,Not Specific,65,1,1,1,1,1,2,Bar,90's,2,0,8,4,3,2,10,6,2,NA,NA,NA,6,6,2,5,4
20903,30000000,"indian,irish",Chennai,Near Business Hub,22-07-2011,81,Tier A Celebrity,70,1,1,1,1,0,2,Bar,Arabian,2,0,10,5,5,4,10,8,3,NA,3,NA,8,7,6,2,9
20904,12000000,"irish,belgian",Dehradun,Near Party Hub,10-02-2010,83,Tier A Celebrity,73,1,1,0,1,1,2,Bar,Arabian,2,0,6,5,5,6,8,9,5,NA,NA,NA,7,7,7,2,6
20905,13000000,"algerian,korean",Hyderabad,Near Party Hub,13-05-2007,87.33,Not Specific,85.4,0,1,1,1,1,2,Bar,Greek,2,1,10,4,4,4,5,10,3,3,NA,NA,5,1,7,3,6
20906,44000000,"british,japanese",-1,Near Party Hub,13-05-2010,83.1,Not Specific,87.1,1,1,0,1,0,2,Bar,90's,2,1,10,4,5,5,8,10,4,NA,NA,NA,5,6,5,2,3
20907,32500000,"chinese,salvadorian",Mysore,Near Business Hub,07-10-2011,86.4,Tier A Celebrity,85.4,1,1,0,1,0,2,Bar,90's,3,1,4,6,5,4,7,NA,NA,NA,NA,NA,5,3,2,7,7
20908,10000000,"chinese,salvadorian",Pune,Near Party Hub,13-03-2008,63,Not Specific,80,1,1,1,1,1,2,Bar,Parsi,1,1,8,3,3,2,9,7,NA,3,NA,NA,5,6,4,7,4
20909,40000000,"swedish,greek",BANGALORE,Near Party Hub,23-10-2010,91,Tier A Celebrity,87.2,1,1,1,1,1,2,Bar,Greek,4,0,8,4,4,5,6,7,3,2,NA,NA,6,9,7,3,7
20910,40000000,"british,belgian",Bangalore,Near Party Hub,25-02-2011,72,Tier A Celebrity,67,0,1,0,1,1,2,Bar,Arabian,1,1,1,5,5,5,8,9,5,NA,4,NA,9,7,6,0,7
20911,34000000,"tibetan,greek",Hyderabad,Near Business Hub,30-10-2009,88.34,Tier A Celebrity,71,1,1,1,1,1,2,Bar,Greek,5,0,9,5,5,4,5,6,NA,2,NA,NA,9,9,3,2,8
20912,18000000,"indian,irish",Kolkata,Near Party Hub,15-04-2009,68.4,Not Specific,69.4,1,1,1,1,1,2,Bar,Greek,3,1,3,4,5,6,10,NA,4,NA,3,NA,8,6,3,2,6
20913,24000000,"cuban,british",-1,Near Party Hub,09-09-2008,91.67,Tier A Celebrity,74.2,0,1,1,0,1,2,Bar,Greek,2,0,10,6,5,5,10,9,3,4,NA,NA,9,8,5,5,8
20914,33000000,"chinese,salvadorian",Hyderabad,Near Party Hub,11-07-2009,77.4,Not Specific,88.1,1,1,0,1,1,2,Bar,Arabian,2,1,9,5,5,7,8,NA,NA,NA,NA,NA,6,10,5,1,6
20915,42500000,"turkish,nigerian",Bangalore,Near Party Hub,06-10-2009,87.3,Not Specific,94.2,0,1,1,1,0,2,Bar,Greek,3,1,5,4,4,4,7,6,5,2,NA,NA,9,10,9,2,9
20916,40000000,"japanese,thai",kolkata,Near Business Hub,11-04-2008,74,Not Specific,61,1,1,1,1,1,2,Bar,Arabian,2,1,8,5,3,4,5,7,3,NA,NA,NA,4,8,3,3,6
20917,19000000,"polish,jewish",Pune,Near Party Hub,28-07-2007,75.2,Not Specific,78,1,0,0,1,1,2,Caffee,Arabian,3,0,1,4,5,4,7,7,3,NA,3,NA,7,6,5,3,6
20918,12000000,"welsh,thai",pune ,Near Business Hub,04-03-2009,67,Tier A Celebrity,61,0,1,1,1,1,2,Bar,Arabian,3,0,3,3,4,3,5,8,4,NA,NA,NA,6,6,3,2,5
20919,32000000,"tibetan,greek",Bangalore,Near Party Hub,05-11-2009,84,Not Specific,76,1,1,1,1,1,2,Bar,Arabian,3,1,10,3,3,5,6,10,1,NA,4,NA,8,8,7,3,7
20920,45000000,"tibetan,greek",Bangalore,Near Business Hub,07-07-2008,48.8,Not Specific,48.8,1,1,1,1,1,2,Bar,Arabian,3,1,6,4,3,2,10,9,5,NA,5,NA,8,7,7,5,7
20921,50000000,"japanese,thai",Bangalore,Near Party Hub,08-05-2009,75.38,Not Specific,72,0,1,1,1,1,2,Bar,Greek,2,1,7,3,4,5,10,7,NA,3,NA,NA,7,2,7,4,8
20922,44500000,"indian,irish",Calicut,Near Party Hub,24-08-2007,84,Not Specific,71,1,1,1,0,0,2,Bar,Arabian,2,0,2,6,5,4,7,9,5,NA,NA,NA,6,9,5,0,6
20923,50000000,"turkish,nigerian",bangalore,Near Party Hub,30-12-2002,55.52,Not Specific,60.05,1,1,1,1,0,2,Bar,Greek,2,1,5,4,4,3,9,8,3,3,NA,NA,8,8,5,4,7
20924,20500000,"turkish,nigerian",Gandhinagar,Near Party Hub,25-07-2010,82,Not Specific,79.6,1,1,1,1,1,2,Bar,Greek,2,0,2,3,5,4,8,10,2,3,NA,NA,5,8,5,6,9
20925,17000000,"tibetan,greek",-1,Near Party Hub,15-12-2012,70,Tier A Celebrity,70,1,1,1,0,1,2,Bar,90's,3,0,6,4,3,3,5,8,3,NA,NA,NA,8,6,7,8,6
20926,30500000,"indian,irish",LUCKNOW,Near Party Hub,08-02-2012,78.6,Tier A Celebrity,80,1,1,1,0,0,2,Bar,Greek,2,0,5,6,5,4,8,8,NA,NA,3,NA,6,5,2,3,4
20927,51500000,"indian,irish",-1,Near Business Hub,19-03-2009,86.6,Not Specific,92,1,1,1,1,1,2,Bar,Arabian,3,1,8,4,5,4,10,10,4,NA,NA,NA,8,8,6,1,7
20928,130000000,"polish,jewish",Dubai,Near Party Hub,24-07-2009,80,Not Specific,90,1,1,1,1,1,2,Bar,Arabian,3,1,2,4,4,5,5,10,4,NA,NA,NA,10,10,6,5,7
20929,39000000,"polish,jewish",Hyderabad,Near Party Hub,03-08-2009,87.5,Local Celebrity,96.5,1,1,1,1,0,2,Bar,Greek,3,0,5,5,5,6,7,10,4,3,NA,NA,6,8,3,2,6
20930,16500000,"peruvian,cuban",BANGALORE,Near Party Hub,24-11-2010,71.05,Not Specific,69.07,1,1,1,1,0,2,Bar,Greek,1,1,8,4,4,3,7,8,NA,3,NA,NA,6,5,4,4,6
20931,43000000,"tibetan,greek",Hyderabad,Near Business Hub,15-07-2010,81,Not Specific,89,1,1,0,0,0,2,Bar,Arabian,3,1,6,4,3,4,7,7,3,NA,NA,NA,7,8,5,5,5
20932,63000000,"turkish,nigerian",bengaluru,Near Party Hub,12-10-2010,91.4,Tier A Celebrity,82.3,1,1,1,0,0,1,Bar,Greek,4,0,8,4,5,7,7,10,NA,3,NA,NA,6,6,5,3,7
20933,8500000,"tibetan,greek",Ghaziabad,Near Party Hub,15-09-2013,71,Tier A Celebrity,61,1,1,1,1,1,2,Bar,Arabian,2,0,6,5,5,3,10,10,3,NA,4,NA,10,9,7,0,7
20934,33000000,"tibetan,greek",Chennai,Near Party Hub,21-02-2011,85,Not Specific,81,0,1,1,1,0,2,Bar,Arabian,3,1,10,4,5,4,10,10,4,NA,4,NA,10,8,8,4,8
20935,27500000,"turkish,nigerian",Mumbai,Near Business Hub,06-01-2007,75.6,Not Specific,77,1,1,1,1,1,2,Bar,Nature,3,0,8,5,4,5,7,8,2,NA,NA,3,,10,5,5,8
20936,15000000,"indian,irish",-1,Near Party Hub,19-10-2009,70,Not Specific,56.6,1,1,0,1,1,2,Bar,90's,3,0,9,2,5,4,8,10,4,NA,NA,NA,3,7,3,3,6
20937,21000000,"hawaiian,latvian",New Delhi,Near Party Hub,25-02-2008,69,Tier A Celebrity,66.6,1,1,1,1,1,2,Bar,Greek,2,0,7,4,4,5,10,NA,4,NA,3,NA,8,6,5,4,7
20938,30000000,"polish,jewish",hyderabad,Near Business Hub,16-07-2012,84,Not Specific,89.3,1,1,1,1,1,2,Bar,Arabian,3,1,5,5,3,5,10,7,2,NA,3,NA,9,10,7,4,8
20939,10000000,"british,japanese",-1,Near Business Hub,27-07-2012,84.2,Not Specific,86.3,1,1,0,1,1,2,Bar,Arabian,3,0,8,4,5,6,9,9,6,NA,5,NA,4,3,1,2,1
20940,36500000,"tibetan,italian",Trivandrum,Near Party Hub,06-11-2008,87.8,Not Specific,85.4,1,1,1,1,1,2,Bar,Greek,2,0,9,5,6,7,8,10,NA,3,NA,NA,8,8,6,1,8
20941,30500000,"tibetan,greek",Mumbai,Near Party Hub,03-05-2012,88.8,Not Specific,94.6,1,1,1,1,1,2,Bar,Chinese,4,1,2,5,5,7,6,9,3,NA,NA,NA,5,4,4,3,5
20942,45000000,"swedish,greek",-1,Near Party Hub,22-09-2009,84,Tier A Celebrity,83,1,1,1,1,1,2,Bar,90's,3,1,8,7,4,5,5,10,4,NA,NA,NA,6,8,4,2,6
20943,37500000,"tibetan,italian",Bangalore,Near Party Hub,15-01-2009,90.4,Not Specific,65,1,1,1,1,1,2,Bar,Chinese,4,1,6,6,6,7,6,7,3,2,NA,NA,7,6,4,5,5
20944,105000000,"algerian,korean",MUMBAI,Near Party Hub,06-03-2008,77.63,Not Specific,86.25,1,1,0,1,1,2,Bar,90's,4,1,8,4,3,5,9,9,5,NA,NA,NA,8,8,5,0,6
20945,20000000,"tibetan,greek",-1,Near Party Hub,29-05-2011,74,Not Specific,79.23,0,1,1,1,1,2,Bar,Arabian,2,1,6,3,4,5,7,8,4,NA,NA,NA,6,2,3,8,1
20946,32000000,"indian,irish",Bangalore,Near Party Hub,09-08-2008,87,Not Specific,80,1,1,0,1,1,2,Bar,Greek,3,1,10,6,5,5,6,9,3,4,NA,NA,8,10,6,0,7
20947,12000000,"turkish,nigerian",Faridabad,Near Party Hub,19-03-2011,67,Tier A Celebrity,63,1,1,0,1,1,2,Bar,Nature,2,0,9,3,3,3,8,6,NA,NA,NA,2,7,8,4,6,6
20948,38000000,"british,japanese",Hyderabad,Near Party Hub,13-01-2011,,Not Specific,79.6,1,1,1,1,1,2,Bar,Marco,2,0,6,4,5,6,9,8,NA,NA,NA,3,8,8,5,0,7
20949,24000000,"tibetan,greek",Bangalore,Near Party Hub,21-09-2008,86,Not Specific,84,1,1,1,1,1,2,Bar,Greek,3,0,4,3,3,5,5,6,4,2,NA,NA,6,8,5,3,6
20950,35000000,"tibetan,greek",Bangalore,Near Business Hub,30-09-2010,92.47,Not Specific,75.5,0,1,1,0,0,2,Bar,90's,3,1,1,3,4,4,8,10,4,NA,NA,NA,9,8,5,3,6
20951,40500000,"tibetan,greek",Hyderabad,Near Party Hub,30-06-2009,93,Not Specific,97,0,1,1,1,0,2,Bar,Arabian,3,0,1,5,6,5,10,9,5,NA,NA,NA,5,6,3,5,3
20952,50500000,"cuban,british",Chennai,Near Party Hub,09-03-2012,86.8,Not Specific,84.75,1,1,1,0,0,2,Bar,Greek,4,0,1,5,5,5,10,9,4,NA,NA,NA,7,9,9,4,10
20953,32500000,"tibetan,greek",Bangalore,Near Business Hub,25-04-2011,93.44,Not Specific,86,1,1,0,1,1,2,Bar,Greek,3,1,10,7,5,5,6,9,4,4,NA,NA,8,6,6,2,7
20954,20000000,"peruvian,cuban",New Delhi,Near Party Hub,29-05-2011,87.2,Tier A Celebrity,74,1,1,1,1,1,2,Bar,Greek,2,0,2,5,4,5,9,9,3,NA,NA,NA,4,8,6,4,7
20955,34000000,"tibetan,greek",Mumbai,Near Party Hub,04-03-2011,84.8,Not Specific,89.2,0,1,0,1,1,2,Bar,Greek,3,0,10,6,5,6,7,9,NA,4,NA,NA,4,7,3,8,5
20956,16000000,"algerian,belgian",Jaipur,Near Party Hub,24-11-2007,68.33,Not Specific,77.54,1,1,1,1,1,2,Bar,Parsi,3,1,5,5,6,6,6,6,4,2,NA,NA,5,5,5,3,7
20957,55000000,"tibetan,greek",bangalore,Near Party Hub,26-07-2008,67.2,Tier A Celebrity,60.8,1,1,1,1,1,2,Bar,90's,3,0,9,4,5,6,5,10,4,NA,NA,NA,7,6,4,2,4
20958,33500000,"tibetan,italian",Bangalore,Near Business Hub,19-08-2010,83.4,Tier A Celebrity,90.4,1,1,1,1,1,1,Bar,Greek,4,0,6,4,5,6,8,9,NA,4,NA,NA,7,8,0,3,4
20959,42000000,"tibetan,greek",Mumbai,Near Party Hub,02-05-2012,89,Not Specific,82.2,1,1,1,1,1,2,Bar,Arabian,3,0,7,4,5,5,9,10,5,NA,4,NA,8,8,8,1,8
20960,31500000,"welsh,thai",-1,Near Party Hub,03-08-2009,77,Not Specific,64,0,1,1,1,1,2,Bar,Greek,3,0,5,4,5,5,6,8,NA,3,NA,NA,7,8,6,3,8
20961,40000000,"tibetan,greek",Mumbai,Near Business Hub,19-09-2009,82.2,Tier A Celebrity,77,1,1,1,0,1,2,Bar,Downtown,5,0,1,5,5,4,8,8,NA,NA,NA,3,5,5,3,3,6
20962,200000000,"british,japanese",bangalore,Near Party Hub,08-10-2006,79.16,Not Specific,77.4,1,1,1,1,1,2,Bar,Arabian,2,0,9,5,6,5,6,10,4,NA,NA,NA,2,7,6,3,5
20963,31000000,"chinese,salvadorian",Ahmednagar,Near Party Hub,12-10-2010,86,Tier A Celebrity,88,1,1,1,1,1,2,Bar,Nature,3,0,6,6,6,5,6,8,NA,NA,NA,3,10,9,3,3,7
20964,15000000,"turkish,nigerian",Pune,Near Party Hub,17-07-2008,72,Not Specific,67,0,1,1,1,1,2,Bar,Chinese,1,1,3,5,5,4,10,8,3,3,NA,NA,8,7,7,4,7
20965,30000000,"algerian,belgian",Bangalore,Near Business Hub,04-04-2007,96,Not Specific,92,1,1,0,1,1,2,Bar,Greek,4,1,8,3,4,5,7,10,2,3,NA,NA,4,5,1,6,4
20966,33500000,"japanese,thai",Hyderabad,Near Party Hub,02-01-2012,85.33,Not Specific,89.7,1,1,1,1,1,2,Bar,Arabian,3,1,8,6,5,5,6,7,4,NA,3,NA,4,8,6,0,7
20967,35000000,"turkish,nigerian",Noida,Near Party Hub,10-07-2009,76.8,Not Specific,67.2,1,1,1,1,0,2,Bar,90's,2,0,8,5,3,5,10,10,4,NA,NA,NA,7,7,4,5,6
20968,38000000,"japanese,thai",kolkata,Near Party Hub,21-01-2009,77,Not Specific,73.4,1,1,0,1,1,2,Bar,90's,3,1,9,3,4,5,6,8,4,NA,NA,NA,5,3,2,4,3
20969,15000000,"turkish,nigerian",Bangalore,Near Party Hub,13-04-2010,60,Tier A Celebrity,55,0,1,1,1,1,2,Bar,Greek,1,1,10,3,4,4,6,6,NA,1,NA,NA,6,5,4,3,4
20970,33000000,"algerian,belgian",Bangalore,Near Party Hub,23-02-2011,91.4,Tier A Celebrity,87.8,1,1,1,1,1,2,Bar,Greek,3,0,6,5,4,5,8,10,5,3,3,NA,2,8,4,4,6
20971,35000000,"hawaiian,latvian",Nashik,Near Party Hub,07-10-2009,87.4,Tier A Celebrity,81.2,1,1,1,1,0,2,Bar,Nature,3,0,10,4,6,5,7,10,NA,NA,NA,4,5,8,6,6,5
20972,14000000,"turkish,nigerian",New delhi,Near Party Hub,22-12-2008,73,Tier A Celebrity,63,1,1,1,1,1,2,Bar,Greek,2,0,7,5,5,5,10,9,NA,4,NA,NA,4,6,0,4,7
20973,51500000,"tibetan,greek",-1,Near Party Hub,06-03-2011,84.8,Tier A Celebrity,84.6,0,1,0,1,0,2,Bar,Arabian,4,1,4,6,5,7,5,9,5,NA,5,NA,7,7,6,3,4
20974,20000000,"chinese,salvadorian",Chennai,Near Business Hub,04-03-2010,78,Not Specific,80,1,1,1,0,0,2,Bar,Arabian,3,0,1,4,4,4,7,10,4,NA,NA,NA,4,9,4,8,8
